,count_unique,count_null,count_missing_passive,count_missing_confirmed,ppn_null,data_type
CINGPSTR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTINFL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTINFR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
INSULAL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
INSULAR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGANTL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGANTR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGMIDL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGMIDR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPR01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPINFL01_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPINFR01_BAIPETNMRC_09_12_16,391,1710,0,0,0.1342123852130916,object
FRTSUPL02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
FRTMIDL02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
CINGPSTL02_BAIPETNMRC_09_12_16,391,1710,0,0,0.1342123852130916,object
CINGMIDL02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
FRTSMEDL02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
FUSFRML02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
TMPMIDL02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
OCCMIDL02_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
TMPINFL02_BAIPETNMRC_09_12_16,390,1710,0,0,0.1342123852130916,object
PRECUNL02_BAIPETNMRC_09_12_16,296,1710,0,0,0.1342123852130916,object
CINGANTL02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
FRTMIDOR02_BAIPETNMRC_09_12_16,296,1710,0,0,0.1342123852130916,object
FRTMIDR02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
FRTSUPR02_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
ANGULR02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
ANGULL02_BAIPETNMRC_09_12_16,390,1710,0,0,0.1342123852130916,object
PARIINFR02_BAIPETNMRC_09_12_16,390,1710,0,0,0.1342123852130916,object
TMPMIDR02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
INSULAR02_BAIPETNMRC_09_12_16,299,1710,0,0,0.1342123852130916,object
TMPPOSR02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
CINGANTR02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
CINGMIDR02_BAIPETNMRC_09_12_16,298,1710,0,0,0.1342123852130916,object
PRECUNR02_BAIPETNMRC_09_12_16,390,1710,0,0,0.1342123852130916,object
RECTUSR02_BAIPETNMRC_09_12_16,297,1710,0,0,0.1342123852130916,object
CINGPSTR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
INSULAL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTINFL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTINFR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCMIDR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDOL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FUSFMR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
RECTUSL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPPOSL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
SUPMRGL02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
SUPMRGR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPINFR02_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPR03_BAIPETNMRC_09_12_16,158,1710,0,0,0.1342123852130916,object
TMPMIDL03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
TMPMIDR03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
TMPINFL03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
TMPINFR03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
FUSFRML03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FUSFRMR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFL03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
PARIINFR03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
PRECUNL03_BAIPETNMRC_09_12_16,158,1710,0,0,0.1342123852130916,object
PRECUNR03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
CINGANT03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
CINGMID03_BAIPETNMRC_09_12_16,94,1710,0,0,0.1342123852130916,object
CINGPST03_BAIPETNMRC_09_12_16,157,1710,0,0,0.1342123852130916,object
ANGULR03_BAIPETNMRC_09_12_16,158,1710,0,0,0.1342123852130916,object
OCCMIDL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCMIDR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCSUPL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCSUPR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAML03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAMR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDL03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
SUPMRGL03_BAIPETNMRC_09_12_16,158,1710,0,0,0.1342123852130916,object
SUPMRGR03_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPR04_BAIPETNMRC_09_12_16,332,1710,0,0,0.1342123852130916,object
TMPMIDL04_BAIPETNMRC_09_12_16,334,1710,0,0,0.1342123852130916,object
TMPMIDR04_BAIPETNMRC_09_12_16,428,1710,0,0,0.1342123852130916,object
TMPINFL04_BAIPETNMRC_09_12_16,333,1710,0,0,0.1342123852130916,object
TMPINFR04_BAIPETNMRC_09_12_16,432,1710,0,0,0.1342123852130916,object
FUSFRML04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FUSFRMR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PRECUNL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PRECUNR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGANT04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGMID04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGPST04_BAIPETNMRC_09_12_16,331,1710,0,0,0.1342123852130916,object
OCCMIDL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCMIDR04_BAIPETNMRC_09_12_16,432,1710,0,0,0.1342123852130916,object
OCCSUPL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCSUPR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAML04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAMR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
SUPMRGL04_BAIPETNMRC_09_12_16,432,1710,0,0,0.1342123852130916,object
SUPMRGR04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
ANGULL04_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
ANGULR04_BAIPETNMRC_09_12_16,333,1710,0,0,0.1342123852130916,object
FRTMIDL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPR05_BAIPETNMRC_09_12_16,202,1710,0,0,0.1342123852130916,object
TMPMIDL05_BAIPETNMRC_09_12_16,204,1710,0,0,0.1342123852130916,object
TMPMIDR05_BAIPETNMRC_09_12_16,309,1710,0,0,0.1342123852130916,object
TMPINFL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPINFR05_BAIPETNMRC_09_12_16,203,1710,0,0,0.1342123852130916,object
FUSFRML05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FUSFRMR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFL05_BAIPETNMRC_09_12_16,204,1710,0,0,0.1342123852130916,object
PARIINFR05_BAIPETNMRC_09_12_16,308,1710,0,0,0.1342123852130916,object
PRECUNL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PRECUNR05_BAIPETNMRC_09_12_16,311,1710,0,0,0.1342123852130916,object
CINGANT05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGMID05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGPST05_BAIPETNMRC_09_12_16,312,1710,0,0,0.1342123852130916,object
OCCMIDL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCMIDR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCSUPL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCSUPR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAML05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAMR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
ANGULR05_BAIPETNMRC_09_12_16,312,1710,0,0,0.1342123852130916,object
ANGULL05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CALCARL05_BAIPETNMRC_09_12_16,203,1710,0,0,0.1342123852130916,object
CALCARR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALL05_BAIPETNMRC_09_12_16,204,1710,0,0,0.1342123852130916,object
LINGUALR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CEREB8L05_BAIPETNMRC_09_12_16,203,1710,0,0,0.1342123852130916,object
CEREB8R05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CERBCR2L05_BAIPETNMRC_09_12_16,204,1710,0,0,0.1342123852130916,object
CERBCR2R05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
SUPMRGL05_BAIPETNMRC_09_12_16,203,1710,0,0,0.1342123852130916,object
SUPMRGR05_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMIDR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSUPR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTSMEDR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
TMPSUPR06_BAIPETNMRC_09_12_16,483,1710,0,0,0.1342123852130916,object
TMPMIDL06_BAIPETNMRC_09_12_16,428,1710,0,0,0.1342123852130916,object
TMPMIDR06_BAIPETNMRC_09_12_16,485,1710,0,0,0.1342123852130916,object
TMPINFL06_BAIPETNMRC_09_12_16,428,1710,0,0,0.1342123852130916,object
TMPINFR06_BAIPETNMRC_09_12_16,484,1710,0,0,0.1342123852130916,object
FUSFRML06_BAIPETNMRC_09_12_16,487,1710,0,0,0.1342123852130916,object
FUSFRMR06_BAIPETNMRC_09_12_16,427,1710,0,0,0.1342123852130916,object
LINGUALL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
LINGUALR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARAHIPR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARISUPR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PARIINFR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PRECUNL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PRECUNR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGANT06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGMID06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
CINGPST06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCMIDL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCMIDR06_BAIPETNMRC_09_12_16,430,1710,0,0,0.1342123852130916,object
OCCSUPL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCSUPR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
OCCINFR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAML06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
THALAMR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
FRTMEDR06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
HIPPL06_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
HIPPR06_BAIPETNMRC_09_12_16,482,1710,0,0,0.1342123852130916,object
INDGLBNDX_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
INDTEPNDX_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
PRECUNL07_BAIPETNMRC_09_12_16,100,1710,0,0,0.1342123852130916,object
CINGPST07_BAIPETNMRC_09_12_16,100,1710,0,0,0.1342123852130916,object
PARIINFR07_BAIPETNMRC_09_12_16,100,1710,0,0,0.1342123852130916,object
TMPMIDL07_BAIPETNMRC_09_12_16,100,1710,0,0,0.1342123852130916,object
CUNEUSL08_BAIPETNMRC_09_12_16,100,1710,0,0,0.1342123852130916,object
TMPMIDR08_BAIPETNMRC_09_12_16,100,1710,0,0,0.1342123852130916,object
TMPINFL09_BAIPETNMRC_09_12_16,225,1710,0,0,0.1342123852130916,object
CINGPST09_BAIPETNMRC_09_12_16,226,1710,0,0,0.1342123852130916,object
PRECUNL09_BAIPETNMRC_09_12_16,226,1710,0,0,0.1342123852130916,object
PARIINFR09_BAIPETNMRC_09_12_16,226,1710,0,0,0.1342123852130916,object
TMPINFL10_BAIPETNMRC_09_12_16,226,1710,0,0,0.1342123852130916,object
PRECUNL10_BAIPETNMRC_09_12_16,225,1710,0,0,0.1342123852130916,object
TMPINFL11_BAIPETNMRC_09_12_16,112,1710,0,0,0.1342123852130916,object
OCCMIDL11_BAIPETNMRC_09_12_16,112,1710,0,0,0.1342123852130916,object
CINGPST11_BAIPETNMRC_09_12_16,112,1710,0,0,0.1342123852130916,object
CINGMID11_BAIPETNMRC_09_12_16,112,1710,0,0,0.1342123852130916,object
TMPPOSR12_BAIPETNMRC_09_12_16,72,1710,0,0,0.1342123852130916,object
CINGPSTR12_BAIPETNMRC_09_12_16,72,1710,0,0,0.1342123852130916,object
FROITRN001_BAIPETNMRC_09_12_16,232,1710,0,0,0.1342123852130916,object
FROITRN002_BAIPETNMRC_09_12_16,184,1710,0,0,0.1342123852130916,object
FROITST001_BAIPETNMRC_09_12_16,300,1710,0,0,0.1342123852130916,object
FROITST002_BAIPETNMRC_09_12_16,228,1710,0,0,0.1342123852130916,object
FROIWHL001_BAIPETNMRC_09_12_16,531,1710,0,0,0.1342123852130916,object
FROIWHL002_BAIPETNMRC_09_12_16,410,1710,0,0,0.1342123852130916,object
FRPMSK001_BAIPETNMRC_09_12_16,713,1710,0,0,0.1342123852130916,object
FRPMSK002_BAIPETNMRC_09_12_16,902,1710,0,0,0.1342123852130916,object
FRTMSK003_BAIPETNMRC_09_12_16,709,1710,0,0,0.1342123852130916,object
FRTMSK004_BAIPETNMRC_09_12_16,894,1710,0,0,0.1342123852130916,object
FRTMSK005_BAIPETNMRC_09_12_16,166,1710,0,0,0.1342123852130916,object
FRTMSK006_BAIPETNMRC_09_12_16,345,1710,0,0,0.1342123852130916,object
FRTMSK007_BAIPETNMRC_09_12_16,306,1710,0,0,0.1342123852130916,object
FRTMSK008_BAIPETNMRC_09_12_16,238,1710,0,0,0.1342123852130916,object
FRTMSK009_BAIPETNMRC_09_12_16,539,1710,0,0,0.1342123852130916,object
FRTMSK010_BAIPETNMRC_09_12_16,426,1710,0,0,0.1342123852130916,object
FRTMSK011_BAIPETNMRC_09_12_16,88,1710,0,0,0.1342123852130916,object
HCISUB1_BAIPETNMRC_09_12_16,76,1710,0,0,0.1342123852130916,object
HCI99_BAIPETNMRC_09_12_16,176,1710,0,0,0.1342123852130916,object
HCI_BAIPETNMRC_09_12_16,1388,1485,0,0,0.11655286084294797,object
NL1HIPP_BAIPETNMRC_09_12_16,118,1710,0,0,0.1342123852130916,object
NL1PTEMP_BAIPETNMRC_09_12_16,118,1710,0,0,0.1342123852130916,object
NL1PSTCG_BAIPETNMRC_09_12_16,118,1710,0,0,0.1342123852130916,object
NL2PSTCG_BAIPETNMRC_09_12_16,259,1710,0,0,0.1342123852130916,object
NL2PARI_BAIPETNMRC_09_12_16,131,1710,0,0,0.1342123852130916,object
NL3FRONT_BAIPETNMRC_09_12_16,150,1710,0,0,0.1342123852130916,object
DECLADFR_BAIPETNMRC_09_12_16,76,1710,0,0,0.1342123852130916,object
DECLADTMP_BAIPETNMRC_09_12_16,76,1710,0,0,0.1342123852130916,object
LONGHCI_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
BSLVBM_BAIPETNMRC_09_12_16,2,1710,0,0,0.1342123852130916,object
ACI_BAIPETNMRC_09_12_16,508,3351,0,0,0.26300918295267245,object
MCSUVR_BAIPETNMRC_09_12_16,69,1710,0,0,0.1342123852130916,object
FNMPREC_BAIPETNMRC_09_12_16,59,1710,0,0,0.1342123852130916,object
FNAPREC_BAIPETNMRC_09_12_16,62,1710,0,0,0.1342123852130916,object
FNAPC_BAIPETNMRC_09_12_16,62,1710,0,0,0.1342123852130916,object
FEAPREC_BAIPETNMRC_09_12_16,83,1710,0,0,0.1342123852130916,object
FMAPREC_BAIPETNMRC_09_12_16,45,1710,0,0,0.1342123852130916,object
FMAPC_BAIPETNMRC_09_12_16,45,1710,0,0,0.1342123852130916,object
AVNEFRONT_BAIPETNMRC_09_12_16,53,1710,0,0,0.1342123852130916,object
AVNMFRONT_BAIPETNMRC_09_12_16,43,1710,0,0,0.1342123852130916,object
AVNAFRONT_BAIPETNMRC_09_12_16,29,1710,0,0,0.1342123852130916,object
AVEMTEMP_BAIPETNMRC_09_12_16,52,1710,0,0,0.1342123852130916,object
AVEATEMP_BAIPETNMRC_09_12_16,38,1710,0,0,0.1342123852130916,object
AVMAOCCIP_BAIPETNMRC_09_12_16,28,1710,0,0,0.1342123852130916,object
FEAPC2_BAIPETNMRC_09_12_16,133,1710,0,0,0.1342123852130916,object
FEMPC2_BAIPETNMRC_09_12_16,133,1710,0,0,0.1342123852130916,object
FMAPREC2_BAIPETNMRC_09_12_16,76,1710,0,0,0.1342123852130916,object
FNAPARI2_BAIPETNMRC_09_12_16,103,1710,0,0,0.1342123852130916,object
FNEHC2_BAIPETNMRC_09_12_16,160,1710,0,0,0.1342123852130916,object
FNMTEMP2_BAIPETNMRC_09_12_16,103,1710,0,0,0.1342123852130916,object
AVEATEMP2_BAIPETNMRC_09_12_16,73,1710,0,0,0.1342123852130916,object
AVEMTEMP2_BAIPETNMRC_09_12_16,98,1710,0,0,0.1342123852130916,object
AVMAFRNT2_BAIPETNMRC_09_12_16,59,1710,0,0,0.1342123852130916,object
AVNATEMP2_BAIPETNMRC_09_12_16,64,1710,0,0,0.1342123852130916,object
AVNEFRNT2_BAIPETNMRC_09_12_16,103,1710,0,0,0.1342123852130916,object
AVNMPREC2_BAIPETNMRC_09_12_16,217,1582,0,0,0.12416607801585433,object
MMPLS_BAIPETNMRC_09_12_16,225,1618,0,0,0.1269916019150773,object
ICA_BAIPETNMRC_09_12_16,401,1371,0,0,0.10760536849540853,object
PCA2_BAIPETNMRC_09_12_16,190,1582,0,0,0.12416607801585433,object
PLSFDG01_BAIPETNMRC_09_12_16,946,2900,0,0,0.2276116474374068,object
HCI001_BAIPETNMRC_09_12_16,927,2900,0,0,0.2276116474374068,object
MCSUVRWM_BAIPETNMRC_09_12_16,207,3644,0,0,0.2860058080213484,object
MCSUVRWM2_BAIPETNMRC_09_12_16,335,3524,0,0,0.2765873950239385,object
HCI_2014_BAIPETNMRC_09_12_16,2510,1342,0,0,0.10532925202103445,object
SROI_BAIPETNMRC_09_12_16,1663,1342,0,0,0.10532925202103445,object
MCSUVRWM3_BAIPETNMRC_09_12_16,1307,2521,0,0,0.19786515972058707,object
MCSUVRCERE_BAIPETNMRC_09_12_16,1255,2521,0,0,0.19786515972058707,object
update_stamp_BAIPETNMRC_09_12_16,34,0,0,0,0.0,object
EXAMDATE_UCBERKELEYAV45_10_17_16,1048,0,0,0,0.0,object
CEREBELLUMGREYMATTER_UCBERKELEYAV45_10_17_16,1266,0,0,0,0.0,object
WHOLECEREBELLUM_UCBERKELEYAV45_10_17_16,1448,0,0,0,0.0,object
ERODED_SUBCORTICALWM_UCBERKELEYAV45_10_17_16,1877,0,0,0,0.0,object
COMPOSIT_REF_UCBERKELEYAV45_10_17_16,1754,0,0,0,0.0,object
