id,column_name,data_type,count_unique,count_null,count_missing_passive,count_missing_confirmed,count_blank,ppn_missing_baseline,ppn_missing_all,source,cat,exclude,baseline
539,ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,741,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
540,ST15SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,610,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
541,ST15TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,512,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
542,ST15TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,242,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
543,ST16SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,657,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
544,ST17SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,798,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
545,ST18SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,758,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
546,ST19SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,814,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
547,ST1SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,773,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
548,ST20SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,814,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
549,ST21SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,633,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
550,ST22CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
551,ST22SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
552,ST22TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
553,ST22TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
554,ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,641,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
555,ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,536,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
556,ST23TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,420,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
557,ST23TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,300,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
558,ST24CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,643,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
559,ST24SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,292,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
560,ST24TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,667,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
561,ST24TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,414,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
562,ST25CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,422,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
563,ST25SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,156,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
564,ST25TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,592,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
565,ST25TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,393,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
566,ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,746,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
567,ST26SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,645,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
568,ST26TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,511,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
569,ST26TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,286,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
570,ST27SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,815,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
571,ST28CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
572,ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,667,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
573,ST2SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,420,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
574,ST30SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,684,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
575,ST31CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,766,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
576,ST31SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,689,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
577,ST31TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,518,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
578,ST31TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,246,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
579,ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,777,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
580,ST32SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,661,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
581,ST32TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,531,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
582,ST32TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,282,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
583,ST33SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
584,ST34CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,612,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
585,ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,420,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
586,ST34TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,546,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
587,ST34TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,303,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
588,ST35CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,770,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
589,ST35SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,707,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
590,ST35TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,445,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
591,ST35TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,248,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
592,ST36CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,691,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
593,ST36SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,574,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
594,ST36TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,500,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
595,ST36TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,280,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
596,ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,813,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
597,ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,733,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
598,ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,647,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
599,ST38TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,393,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
600,ST38TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,251,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
601,ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,659,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
602,ST39SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,508,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
603,ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,497,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
604,ST39TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,319,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
605,ST3SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,252,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
606,ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,762,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
607,ST40SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,627,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
608,ST40TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,539,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
609,ST40TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,254,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
610,ST41SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
611,ST42SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,545,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
612,ST43CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,648,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
613,ST43SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,487,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
614,ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,496,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
615,ST43TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,301,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
616,ST44CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,608,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
617,ST44SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,328,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
618,ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,625,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
619,ST44TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,388,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
620,ST45CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,704,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
621,ST45SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,551,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
622,ST45TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,492,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
623,ST45TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,242,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
624,ST46CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,589,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
625,ST46SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,343,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
626,ST46TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,562,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
627,ST46TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,323,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
628,ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,677,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
629,ST47SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,519,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
630,ST47TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,483,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
631,ST47TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,243,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
632,ST48CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,569,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
633,ST48SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,530,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
634,ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,333,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
635,ST48TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,272,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
636,ST49CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,738,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
637,ST49SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,658,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
638,ST49TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,448,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
639,ST49TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,289,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
640,ST4SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,270,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
641,ST50CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,639,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
642,ST50SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,441,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
643,ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,491,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
644,ST50TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,304,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
645,ST51CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,762,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
646,ST51SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,674,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
647,ST51TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,529,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
648,ST51TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,252,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
649,ST52CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,753,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
650,ST52SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,650,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
651,ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,471,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
652,ST52TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,238,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
653,ST53SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,672,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
654,ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,618,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
655,ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,429,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
656,ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,583,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
657,ST54TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,429,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
658,ST55CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,782,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
659,ST55SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,697,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
660,ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,481,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
661,ST55TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,211,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
662,ST56CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,781,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
663,ST56SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,711,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
664,ST56TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,481,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
665,ST56TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,221,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
666,ST57CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,764,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
667,ST57SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,688,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
668,ST57TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,489,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
669,ST57TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,269,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
670,ST58CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,762,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
671,ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,645,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
672,ST58TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,518,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
673,ST58TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,243,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
674,ST59CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,759,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
675,ST59SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,670,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
676,ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,473,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
677,ST59TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,219,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
678,ST5SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,271,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
679,ST60CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,642,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
680,ST60SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,240,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
681,ST60TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,632,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
682,ST60TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,433,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
683,ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,703,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
684,ST62CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,510,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
685,ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,294,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
686,ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,552,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
687,ST62TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,281,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
688,ST63SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
689,ST64CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,739,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
690,ST64SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,682,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
691,ST64TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,412,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
692,ST64TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,379,1,0,0,0,0,0.43,UCSFFSX,MRI (Cross-sectional),0,0
693,ST65SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,644,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
694,ST66SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,215,2,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
695,ST67SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSX,MRI (Cross-sectional),0,0
696,ST68SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,247,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
697,ST69SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,255,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
698,ST6SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,442,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
699,ST70SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,320,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
700,ST71SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,545,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
701,ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,632,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
702,ST72SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,450,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
703,ST72TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,506,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
704,ST72TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,287,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
705,ST73CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,639,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
706,ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,412,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
707,ST73TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,570,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
708,ST73TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,367,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
709,ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,732,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
710,ST74SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,637,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
711,ST74TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,508,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
712,ST74TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,float64,237,1,0,0,0,0,0.41,UCSFFSX,MRI (Cross-sectional),0,0
